parkCode,name,totalSites,latitude,longitude,numberOfSitesFirstComeFirstServe,numberOfSitesReservable,description,operatingHours,reservationInfo,id,reservationUrl
orpi,Alamo Canyon Primitive Campground,4,32.07219,-112.727959,4,0,"Primitive, 4 site campground at the mouth of Alamo Canyon. No RVs, trailers or generators.","[{'exceptions': [], 'description': 'Open 24 hours a day, 365 days a year.  You can self-register 24 hours a day at the campground.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Alamo Canyon Primitive Campground'}]",all sites are first come. first served year round.  Self-registration takes places at the campground.,6EAB2A34-0D56-4A15-99E2-E41C06B0FF86,
ozar,Big Spring Campground,123,36.96412342,-90.98258972,56,54,"The Big Spring Campground is located near Big Spring, south of Van Buren, Missouri.  Electric and non-electric sites are available at Big Spring year-round.  Some sites are reservable and others are available on a first come first serve basis.  Sites may be reserved at www.recreation.gov.","[{'exceptions': [], 'description': 'The Big Spring Campground is located near Big Spring, south of Van Buren, Missouri.  Electric and non-electric sites are available at Big Spring year-round.  Some sites are reservable and others are available on a first come first serve basis.  Sites may be reserved at www.recreation.gov.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Big Spring Campground'}]",Reservations may be made on-line at http://www.recreation.gov,01F1984D-7345-4D6B-A6C6-D4565B7FBC57,http://www.recreation.gov
ozar,Two Rivers Campground,22,37.1899292,-91.2762972,20,2,"Two Rivers Campground is located at the confluence of the Jacks Fork and Current Rivers, at the end of V Highway in Shannon County, MO.","[{'exceptions': [], 'description': 'Two Rivers Campground is located at the confluence of the Jacks Fork and Current Rivers, at the end of V Highway in Shannon County, MO.  Campsites are available year-round, though restroom with flush toilets is unavailable from October 30 - April 14. A vault toilet is available near the boat ramp.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Two Rivers Campground'}]",Cluster sites at Two Rivers are reservable online at http://www.recreation.gov.,0EDCA7B8-76C4-4D1B-8B8A-F9549DCC256D,http://www.recreation.gov
ozar,Akers Ferry,4,37.2795173,-91.4068743,4,4,"Group campsites, located at Akers Ferry.  The campground is located at the junction of Highway KK and Highway K.","[{'exceptions': [], 'description': 'Group campsites, located at Akers Ferry.  The campground is located at the junction of Highway KK and Highway K.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Akers Ferry'}]","Reservations may be made online at http://www.recreation.gov.  If sites have not been reserved, they are available on a first-come-first-serve basis.",9FAE941D-D7E8-4F36-A28F-8556628242BA,http://www.recreation.gov
ozar,Pulltite Campground,55,37.2795173,-91.4068743,20,34,"Pulltite Campground is located north of Round Spring, at the end of EE Highway in Shannon County.","[{'exceptions': [], 'description': 'Pulltite Campground is located on the bank of the Current River, at the end of EE Highway in Shannon County, MO.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Pulltite Campground'}]","Reservations may be done online at http://www.recreation.gov. Some sites at Pulltite are reservable.  However, if these sites have not been reserved they are available on a first-come-first-serve basis.",81DE0EE8-2328-4F98-A59D-CF41B00BC6BD,http://www.recreation.gov
ozar,Round Spring Campground,55,37.2795173,-91.4068743,65,65,"Round Spring Campground is located near Round Spring, approximately 12 miles north of Eminence on State Highway 19.","[{'exceptions': [], 'description': 'Round Spring Campground is open daily year-round.  Campers only from 10 p.m. to 6 a.m.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Round Spring Campground'}]","Reservations may be done online at http://www.recreation.gov.  All 65 sites at Round Spring are reservable.  However, if these sites have not been reserved they are available on a first-come-first-serve basis.",C5E40A77-D82E-4B36-8E69-444ED825F332,http://www.recreation.gov
ozar,Alley Spring Campground,162,37.1482231,-91.4497667,62,102,"Campground located near Alley Spring, 6 miles west of Eminence, MO on State Highway 106.","[{'exceptions': [], 'description': 'Alley Spring campground is open daily year-round.  Campers only from 10 p.m. to 6 a.m.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Alley Spring Campground'}]",Reservations for reservable sites may be made online at http://www.recreation.gov,AB15EC6C-7761-4DFF-A4AC-38E6A9986FB7,http://www.recreation.gov
pais,Bird Island Basin Campground,34,27.483362,-97.309704,34,0,"Bird Island Basin lies along the Laguna Madre Bay. It is open to both tent and RV camping. It has gravel sites and vault toilets. It provides access to the bay for fishing, camping, windsurfing, and kayaking. The relatively calm waters of the bay and the nearly constant breeze make Bird Island Basin one of the top windsurfing destinations in the country.","[{'exceptions': [], 'description': 'Quiet hours are from 10 pm to 6 am.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Bird Island Basin Campground'}]","The park does not take reservations, so use of this area is available on a first-come, first-served basis only.",C4CB1781-C59F-4065-AFE3-F7A327B075A2,
pais,Malaquite Campground,48,27.483362,-97.309704,48,0,"Malaquite Campground is open to tents and RVs. It is right next to the beach and has paved parking, designated sites, restrooms, cold water showers, and picnic tables. Some sites have grills and shade structures. No hookups. A black/gray water dumping station and potable water station are on the road entering the campground. Those with a paid site in the campground can pitch a tent either at the site or on the beach in front of the campground. This campground is first-come, first-served (no reservations).","[{'exceptions': [], 'description': 'Malaquite Campground is open 24 hours per day, 365 days per year.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Malaquite Campground'}]","No reservations are allowed. All sites are first-come, first-served.",4DAAC939-A3E4-4CDA-AEE6-2C6B5B7BF499,
pore,Coast Campground,14,37.9893926,-122.7883284,0,13,"Coast Camp is nestled within a small coastal grassy valley with easy access to the beach and tidepools. The beach is within 200 meters (200 yards) of the campground. The shortest approach to Coast Camp is via the 2.9 km (1.8 miles) slightly uphill hike on the Laguna and Firelane Trails, starting at the Laguna Trailhead just past the hostel. Twelve individual sites and two group sites. Sites 1-7 are in a small semi-protected canyon.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-03-17', 'name': 'Closed Due to COVID-19', 'endDate': '2020-05-03'}], 'description': 'The Coast Campground is open year-round, 24 hours a day. Camping is by permit only. Camping permits must be obtained from the Bear Valley Visitor Center before starting your trip. Visitors may make online reservations for a campsite at this backcountry (i.e., hike-in) campground at Recreation.gov, or check for same-day reservations at the Bear Valley Visitor Center during regular hours of operation.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Coast Campground'}]",Camping is by permit only. Camping permits must be obtained from the Bear Valley Visitor Center before starting your trip. Visitors may make online reservations for campsites at the Coast Campground through Recreation.gov . Visitors may check for same-day reservations at the Bear Valley Visitor Center during regular hours of operation.,6EBE4D11-5079-45B7-BDA5-84280A8EE7DF,http://www.recreation.gov/camping/point-reyes-national-seashore/r/campgroundDetails.do?contractCode=NRSO&parkId=72393
pore,Glen Campground,12,37.9893926,-122.7883284,0,11,"Glen Camp is a quiet and secluded camp deep within a wooded valley protected from ocean breezes. The shortest hike to this camp is a moderate 7.4 km (4.6 miles) from the Bear Valley Trailhead. To access Glen Camp by bicycle, which requires a strenuous 10.1 km (6.3 mile) bike ride, start at the Five Brooks Trailhead. It is a 4 km (2.5 mile) strenuous hike to the beach at Wildcat Camp. No groups, horses, or pack animals are allowed at Glen Camp. Twelve individual sites.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-03-17', 'name': 'Closed Due to COVID-19', 'endDate': '2020-05-03'}], 'description': 'The Glen Campground is open year-round, 24 hours a day. Camping is by permit only. Camping permits must be obtained from the Bear Valley Visitor Center before starting your trip. Visitors may make online reservations for a campsite at this backcountry (i.e., hike-in) campground at Recreation.gov, or check for same-day reservations at the Bear Valley Visitor Center during regular hours of operation.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Glen Campground'}]",Camping is by permit only. Camping permits must be obtained from the Bear Valley Visitor Center before starting your trip. Visitors may make online reservations for campsites at the Glen Campground through Recreation.gov . Visitors may check for same-day reservations at the Bear Valley Visitor Center during regular hours of operation.,68E04D73-F0F7-490C-B9B9-E95A03564825,http://www.recreation.gov/camping/point-reyes-national-seashore/r/campgroundDetails.do?contractCode=NRSO&parkId=72393
pore,Wildcat Campground,8,37.970235,-122.7905287,0,8,Wildcat Campground is located in an open meadow on a bluff overlooking the ocean with a short walk to the beach. It is a 10 kilometer (6.3 miles) hike from Bear Valley or an 8.8 kilometer (5.5 miles) hike on the Coast Trail from Palomarin with access to Bass Lake. The only bicycling route is via a strenuous 10.7 kilometer (6.7 miles) ride along the Stewart Trail from the Five Brooks Trailhead. Five individual sites and three group sites; three of the individual sites only hold up to four people.,"[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-03-17', 'name': 'Closed Due to COVID-19', 'endDate': '2020-05-03'}], 'description': 'The Wildcat Campground is open year-round, 24 hours a day. Camping is by permit only. Camping permits must be obtained from the Bear Valley Visitor Center before starting your trip. Visitors may make online reservations for a campsite at this backcountry (i.e., hike-in) campground at Recreation.gov, or check for same-day reservations at the Bear Valley Visitor Center during regular hours of operation.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Wildcat Campground'}]",Camping is by permit only. Camping permits must be obtained from the Bear Valley Visitor Center before starting your trip. Visitors may make online reservations for campsites at the Wildcat Campground through Recreation.gov . Visitors may check for same-day reservations at the Bear Valley Visitor Center during regular hours of operation.,938474DC-C66E-4577-A107-0628E0C8E4C0,http://www.recreation.gov/camping/point-reyes-national-seashore/r/campgroundDetails.do?contractCode=NRSO&parkId=72393
pore,Sky Campground,12,38.039997,-122.8286679,0,11,"Sky Campground is located on the western side of Mt. Wittenberg at an elevation of 310 meters (1025 feet). In clear weather, it has a sweeping view of Point Reyes, Drakes Bay, and the Pacific Ocean. The easiest and shortest approach is a 2.2 km (1.4 miles) moderate uphill hike or bicycle ride from the Sky Trailhead (elevation 210 meters (680 feet)) on Limantour Road. It is a steep 6.4 km (4 miles) hike down to the beach. Eleven individual sites and one group site.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-03-17', 'name': 'Closed Due to COVID-19', 'endDate': '2020-05-03'}], 'description': 'The Sky Campground is open year-round, 24 hours a day. Camping is by permit only. Camping permits must be obtained from the Bear Valley Visitor Center before starting your trip. Visitors may make online reservations for a campsite at this backcountry (i.e., hike-in) campground at Recreation.gov, or check for same-day reservations at the Bear Valley Visitor Center during regular hours of operation.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Sky Campground'}]",Camping is by permit only. Camping permits must be obtained from the Bear Valley Visitor Center before starting your trip. Visitors may make online reservations for campsites at the Sky Campground through Recreation.gov . Visitors may check for same-day reservations at the Bear Valley Visitor Center during regular hours of operation.,8F3F1AE3-1B25-4E83-9662-C76E3EF0A06A,http://www.recreation.gov/camping/point-reyes-national-seashore/r/campgroundDetails.do?contractCode=NRSO&parkId=72393
prwi,Cabin Camping,0,38.559885,-77.347187,20,5,Cabin Camps 1 through 5 host groups of 70 to 200 people for group camping. Cabin Camp 3 allows individuals and families to rent single cabins.  It also contains a group component that may be rented.  Four of our five cabin camps are on the National Register of Historic Places.,"[{'exceptions': [], 'description': 'Individual cabin rentals are available in Cabin Camp 3. This forested camp is one of five cabin camping facilities in the park constructed by the Civilian Conservation Corps in the 1930s and the Office of Strategic Services during World War II. It is also one of four cabin camps listed on the National Register of Historic Places. Open seasonally, May through October.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Cabin Camping'}]","Individual cabin reservations are accepted on a first come- first served basis. Full payment must be received at the time the reservation is made. Camps 1, 2, 4, and 5 must be reserved,  Contact the cabin camp division at 703-221-4706 extension 401. Ten person cabins in camp 3 are available by reservation only. Unreserved 4 and 6-person cabins are available on a same-day, walk-in, first-come first-served basis. Walk-ins must pay with check or cash at time of check-in. The cabin camp office is not available to take reservations after 4 p.m. on Friday evening thru 8:00 a.m. Monday morning. Cancellations must be received at least 2 weeks prior to the first night of your stay to receive a refund. The refund process takes 6-8 weeks to complete.",9CAD260F-57A8-4814-87FA-E61D14108C81,http://www.nps.gov/prwi/planyourvisit/group-cabin-camping.htm
prwi,Prince William Forest RV Campground,72,38.603929,-77.350905,0,0,"The Prince William Forest Park RV Campground is a concessionaire-operated campground with full hook-ups. The campground boasts pull through sites, a pool and laundry facility. It is Virginia's closest RV camping to Washington, D.C. There are several tents-only sites.  Open year-round.","[{'exceptions': [], 'description': 'Campground is open year-round.  Stays are limited to two weeks maximum.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Prince William Forest RV Campground'}]",,1B6C3E06-37FE-4725-A042-8FE3ECBAB2CD,
prwi,Turkey Run Ridge Group Campground,9,38.582087,-77.372645,0,9,"Turkey Run Ridge Group Campground (tents only) is designed for groups of people. Families and individuals are encouraged to use Oak Ridge Campground instead.  Turkey Run is a 9-site campground with restrooms (no showers), grated fire pits, and picnic tables.  Three sites hold a maximum of 40 people.  Six sites hold a maximum of 25 people.  Parking is available. Alcohol and pets prohibited at Turkey Run Ridge Group Campground. You can reserve your spot at on www.recreation.gov or call 877-444-6777.","[{'exceptions': [], 'description': 'Turkey Run Ridge Group Campground (TRGC) is a wooded camping facility for organized groups of seven or more persons. The campground is open year-round.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Turkey Run Ridge Group Campground'}]",Turkey Run Ridge campsites are available by reservation on www.recreation.gov only. We recommend submitting applications for the spring and fall season at least two to three months in advance.,456366E0-A589-4C3A-8468-15CAAC114C0B,http://www.recreation.gov
prwi,Chopawamsic Backcountry Area,8,38.56337,-77.396531,8,0,"Chopawamsic Backcountry Area (tents only) is an 8-site, hike-in/hike-out, backcountry campground. No pets, no alcohol, no open campfires, no live bait in the reservoir allowed. Four campers per site only. Campers must pitch tents within 30 feet of the site marker. No reservations are possible.  Campers receive a permit on a first-come, first-serve basis. There is no charge for the back-country permit, but campers must pay the park entrance fee or possess a valid park pass. Vehicles must be parked in lot.","[{'exceptions': [], 'description': ""A permit is required to gain admittance and can be obtained by completing a permit application at the visitor center between the hours of 9:00 a.m. to 5:00 p.m. daily except Christmas Day, New Year's day and Thanksgiving. This permit must be returned to the visitor center after leaving the backcountry area.The backcountry permit is free of charge, however an entrance fee is required to gain admittance into the park. The backcountry is closed December 1 through March 1."", 'standardHours': {'wednesday': 'Sunrise to Sunset', 'monday': 'Sunrise to Sunset', 'thursday': 'Sunrise to Sunset', 'sunday': 'Sunrise to Sunset', 'tuesday': 'Sunrise to Sunset', 'friday': 'Sunrise to Sunset', 'saturday': 'Sunrise to Sunset'}, 'name': 'Chopawamsic Backcountry Area'}]","A permit is required to gain admittance and can be obtained by completing a permit application at the visitor center between the hours of 9:00 a.m. to 5:00 p.m. daily except Christmas Day, New Year's day and Thanksgiving. This permit must be returned to the visitor center after leaving the backcountry area. The backcountry permit is free of charge.  No sites may be reserved ahead of time.",5529F57E-216A-47FB-B513-067410887BC0,
prwi,Oak Ridge Campground,100,38.6018,-77.414362,42,68,"Oak Ridge Campground is a 100-site campground with bathrooms, grills and picnic tables, and drive-up campsites. Leashed pets are welcome. Both tents and RVs are welcome, though there are no hook-ups for RVs and maximum RV length is 32"".  Reservations are required for B and C Loop campsites in Oak Ridge Campground from late April - October 31. Make a reservation on www.recreation.gov. A-Loop is first come, first serve March through November. The campground is closed December 1, and re-opens on March 1.","[{'exceptions': [], 'description': 'This campground is designed for families and individuals.  Large groups should reserve space at Turkey Run Group Campground. Check in/check out time is 12:00 PM. A Loop - First come, first serve open March through November. B Loop - Open March through November (Reservation Only). C Loop - Open April through October (Reservation Only). Reservations can be made on Recreation.gov.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Oak Ridge Campground'}]","www.recreation.gov is the only way to make a reservation for Oak Ridge Campground. Recreation.gov is a gateway for trip planning, information sharing, and reservations. Telephone number for rec.gov is 877-444-6777.",1D88A5D2-1AC6-4B07-9295-E666F1736B95,http://www.recreation.gov
redw,Elk Prairie Campgound,75,41.3599066,-124.0292726,0,75,Located in the heart of Prairie Creek Redwoods State Park.,"[{'exceptions': [], 'description': 'Reservations are essential from May to October.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Elk Prairie Campgound'}]",Year-round reservations available from Reserve California ph 1800 444-7275,1734D80A-77AA-4392-A53B-36206595BDCC,https://www.reservecalifornia.com/CaliforniaWebHome/
redw,Gold Bluffs Beach Campground,26,41.3838899,-124.0695637,0,26,"Located on the coast at  Prairie Creek State Park - in the southern part of the parks. 
Smallest number of sites, with a narrow dirt road access. Trailers prohibited.","[{'exceptions': [], 'description': 'Open year round. Access may be limited in winter due to road conditions.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Gold Bluffs Beach'}]",Reservations recommended year-round from Reserve California.  Ph 1800-444-7275,2D58DB61-4744-4A49-8012-A1C53FD6E3BE,https://www.reservecalifornia.com/CaliforniaWebHome/
redw,Jedediah Smith Campground,86,41.7958082,-124.0862872,0,86,"Located 9 miles east of Crescent City. The northernmost of the four campgrounds in the parks.
$35 fee. Discounts with different national and state passes. 86 sites. 
Flush toilets and showers. No electric, no water or sewer hookups. Dump station available.","[{'exceptions': [], 'description': 'Open year-round.\nThe northern-most campground in the parks.  Operated by the California State Parks.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Jedediah Smith Campground'}]","Reservations are made through the California State Parks at Reserve California. 
1800 444-7275",A2B6DE41-CD49-4109-9EB4-AA32B6A82568,http://www.parks.ca.gov/?page_id=413
redw,Mill Creek Campground,145,41.7958082,-124.0862872,0,145,"Located in Del Norte Coast Redwoods State Park. This is 6.7 miles south of Crescent City.
Campsites are surrounded by maple, alder and second-growth redwood trees.","[{'exceptions': [{'exceptionHours': {}, 'startDate': '2020-10-10', 'name': 'Closed in off-season ( Early October to mid-May)', 'endDate': '2020-05-10'}], 'description': 'Open seasonally from late May to October.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Mill Creek Campground'}]","Reservations are recommended and made 48-hours in advance through Reserve California.
1-800-444-7275.

When using the reservation system search for ""DEL NORTE COAST REDWOODS SP, CA""",6656707B-F876-4334-9150-730DC35BAC97,https://www.reservecalifornia.com/CaliforniaWebHome/
romo,Aspenglen Campground,52,40.328415,-105.596291,0,54,"Near the Fall River Entrance. Douglas fir, lodgepole pine, ponderosa pine and the occasional Engelmann spruce forests the campground, offering equal amounts of sun and shade. Grasses, shrubs and seasonal wildflowers fill the open meadows. Aspenglen contains several drive-to family sites for tents and RVs. A few sites are more secluded, walk-to tent sites.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2019-01-01', 'name': 'Winter (pre-summer)', 'endDate': '2019-05-20'}, {'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2019-09-29', 'name': 'Winter (post-summer)', 'endDate': '2019-12-31'}, {'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-05-20', 'name': 'Closed Due to COVID-19', 'endDate': '2020-12-31'}], 'description': 'Aspenglen is open only in the summer. See Exceptions for opening and closing dates.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Aspenglen Campground'}]","All sites are reservable up to six months in advance. Reservations are highly recommended??very night, most if not all sites are filled by reservation.",7475825B-E844-4012-841B-0E29E05D4540,https://www.recreation.gov/camping/campgrounds/233187
romo,Glacier Basin Campground,150,40.328415,-105.596291,0,153,"A pleasant mix of Douglas fir, Lodgepole pine, Ponderosa pine, and the occasional Engelmann spruce  forests the campground, offering equal amounts of sun and shade. Grasses, shrubs and seasonal wildflowers fill the open meadows.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-01-01', 'name': 'Winter (pre-summer)', 'endDate': '2020-05-20'}, {'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2019-09-15', 'name': 'Winter (post-summer)', 'endDate': '2019-12-31'}, {'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-05-20', 'name': 'Closed Due to COVID-19', 'endDate': '2020-06-04'}], 'description': 'Glacier Basin Campground is open only in summer. See Exceptions for opening and closing dates.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Glacier Basin Campground'}]","All sites are reservable up to six months in advance. Recommendations are highly recommended??very night, most if not all sites are filled by reservation.",6715A7CC-280C-4093-85D3-492004C2DB48,https://www.recreation.gov/camping/campgrounds/232462
romo,Longs Peak Campground,26,40.328415,-105.596291,26,0,"Longs Peak Campground is located about 20 minutes south of Estes Park on Hwy 7. This small, tents-only campground is forested and at a fairly high elevation of 9500 feet (3000 m).","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2019-01-01', 'name': 'Winter (pre-summer)', 'endDate': '2019-06-25'}, {'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2019-09-09', 'name': 'Winter (post-summer)', 'endDate': '2019-12-31'}, {'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-05-20', 'name': 'Closed Due to COVID-19', 'endDate': '2020-12-31'}], 'description': 'Open only in summer. See Exceptions for opening and closing dates.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Longs Peak Campground'}]","Longs Peak Campground is first-come, first-served only.",F7CE47A2-A770-449F-8085-0DF17DD432EB,
romo,Moraine Park Campground,244,40.328415,-105.596291,0,239,"Moraine Park Campground (8,160 feet) is located in Colorado's awe-inspiring Rocky Mountain National Park, near the Beaver Meadows Entrance on Highway 36. It is situated on the north side of Moraine Park, offering beautiful views of the vast park and the surrounding mountains.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-03-19', 'name': 'Closed Due to COVID-19', 'endDate': '2020-06-04'}], 'description': 'Open year-round, with limited amenities in winter.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Moraine Park Campground'}]","For the summer season, all sites are reservable up to six months in advance. Reservations are highly recommended??very night, most if not all sites are filled by reservation. In the winter season, 64 sites are open and first-come, first-served only.",D322E1E9-8058-4C42-80A3-9FBC82583190,https://www.recreation.gov/camping/campgrounds/232463
