category,description,id,parkCode,title,url
Information,"Please take your trash & recycling home with you instead of disposing of it in receptacles at the park site. Following guidance from the CDC, on-site park staffing is temporarily reduced. By packing your trash out, you're helping to keep park staff safe.",24C28241-07C7-73D9-4C27955415388F8A,saan,Please take your trash home with you when visiting the park.,
Information,"As a public health precaution, reservations for the Osceola Landing Picnic Shelters will be accepted for gatherings up to 25 people (in accordance with the Minnesota Stay Safe Plan)",29F85BA2-B914-2A10-1697E91869E04E0A,sacn,Reservations For the Osceola Landing Picnic Shelters Are Accepted Up To 25 People,
Park Closure,For visitor safety the campsite at S33.5 on the Minnesota side of the St. Croix River is closed due to hazardous trees until further notice.,0A625D25-08BD-696D-A63A676910A7974D,sacn,Campsite at S33.5 Closed for Visitor Safety,
Park Closure,"As a public health precaution, the National Park Service has temporarily closed the Fairy Falls Day Use Area, near Stillwater, Minnesota for the safety of staff and visitors.",BD377FB7-ED0E-C200-12A7264DBC9169CC,sacn,Temporary Closure Of The Fairy Falls Day Use Area,
Park Closure,"As a public health precaution, the St. Croix River Visitor Center and the Namekagon River Visitor Center will not open until further notice. For further information, please call 715-483-2274 or see the information provided in the link below.",F51451B0-CEE9-81D7-B2C523658C10E681,sacn,St. Croix and Namekagon River Visitor Centers To Remain Closed,https://www.nps.gov/sacn/learn/news/index.htm
Park Closure,"Until further notice, all facilities and services within Saint Croix Island International Historic Site are closed to maintain public health and safety during the COVID-19 pandemic emergency.",2A4D4361-A8CD-55B4-7B30C9CA51AEE940,sacr,All facilities and services closed to slow spread of coronavirus (COVID-19),https://www.nps.gov/sacr/planyourvisit/conditions.htm
Park Closure,"Following guidance from the CDC and public health officials, and to comply with the shelter-in-place legal order in seven Bay Area counties, the Museum, Visitor Center, Hyde Street Pier, and Research Center are closed.",F948115B-DDC5-124B-A4930474B13505C7,safr,"Park Facilities are temporarily closed as of Tuesday, March 17, 2020",https://www.nps.gov/safr/planyourvisit/temporary-closure-advisory.htm
Park Closure,"We are working to increase access to the park in a phased approach. Park grounds and trails are open. The park Visitor Center, the Little Studio, Aspet – the home of the Saint-Gaudens, and other historic buildings are temporarily closed. ",32A0C54C-E094-5ADB-BDC14CA36155E376,saga,Phased reopening – some locations closed due to COVID-19 ,https://www.nps.gov/saga/planyourvisit/conditions.htm
Caution,The Cactus Forest Loop in the park's east district has reopened.  The road surface may be soft and gravel can be expected in the roadway in some places.  Bicyclists should use caution.,973E17BE-C54B-1F39-B15A5610CF1C277B,sagu,Cactus Forest Loop is open,https://www.nps.gov/sagu/planyourvisit/conditions.htm
Park Closure,"All roads and trails are open. Visitor information, limited retail, and restrooms are available on the visitor center patios from 8am to noon daily.  Public programs are suspended. Groups are limited to 10 or fewer people. No campfires permitted.",F73F9B95-F521-0190-23188E5FCF5296E5,sagu,"Visitor Centers are closed. Visitor information, some retail, and restrooms available 8am - noon.",https://www.nps.gov/sagu/planyourvisit/conditions.htm
Park Closure,"We are working to increase access to the park in a phased approach. Park grounds, the parking lot, and most walking paths are open. All buildings, restrooms, and the beach area remain closed. Check park conditions before your visit:",A7E829B0-C827-DDF9-8AEA5D3063FD2F17,sahi,Sagamore Hill is Increasing Access in a Phased Approach,https://www.nps.gov/sahi/planyourvisit/conditions.htm
Park Closure,"As a public health precaution, all buildings are closed until further notice.",A8332E3A-9A1D-C749-D85AAED4A7C41A76,sahi,The Theodore Roosevelt Home and Old Orchard Museum are Closed,https://www.nps.gov/sahi/planyourvisit/conditions.htm
Park Closure,"We are working to increase access to the park in a phased approach. The park grounds have been and will remain accessible. Historic buildings, Visitor Center, museum, restrooms, and other facilities remain closed. Click ""more"" for details.",C07ADF23-A900-DDE8-3F88C10282CAD9FA,sair,Phased reopening – some locations closed due to COVID-19,https://www.nps.gov/sair/planyourvisit/conditions.htm
Information,The Frazer Homestead Trail is closed from the northern park boundary leading to Friday Harbor through the Visitor Center area. There is no northbound hiking on this trail and southbound hikers need to turnaround at the park boundary.,A00FF23E-91E8-7FB6-26242E68DA4DB57E,sajh,Closure of the Frazer Homestead Trail,
Park Closure,The American Camp Visitor Center area is closed due to the new visitor center construction. The Officer’s Quarters and Parade Grounds can be accessed from the Redoubt Rd. Please stay outside of the active construction area and do not cross barriers.,7A65ECB4-E004-7E99-48017DB650BB713E,sajh,"Closure of American Camp Visitor Center, parking lot, and parade grounds access",
Information,"Siguiendo la guía del CDC y las recomendaciones del departamento de salud pública estatal y en consulta con los oficiales de Salud Pública del NPS, El Sitio Histórico estará cerrado hasta nuevo aviso. Actualizaciones también en nuestra página de Facebook.",24DFBC1E-CE7B-C301-3F0B832672287C9C,saju,Parque cerrado,
Park Closure,"We are working to increase access to the park in a phased approach. The park grounds continue to be accessible. Salem Armory Visitor Center is open. Historic buildings, tall ship, restrooms, and other facilities remain closed. Click ""more"" for details.",1EC28FC8-E2FA-DC64-299F7C244EE878D1,sama,Phased reopening – some locations closed due to COVID-19,https://www.nps.gov/sama/planyourvisit/conditions.htm
Information,"Following guidance from the CDC and recommendations from state and local public health authorities in consultation with NPS Public Health Service officers, the Salem Maritime Festival is cancelled.",BF2D254C-F946-C26F-0FE4155A37C1024A,sama,The Salem Maritime Festival is cancelled.,https://www.nps.gov/sama/planyourvisit/salem-maritime-festival.htm
Park Closure,"Solstice Canyon is open, including the parking lot. Restrooms at Santa Monica Mountains Visitor Ctr & Satwiwa are open. Both visitor centers (@King Gillette Ranch & Satwiwa) remain closed. Observe 6 feet of social distancing & wear a mask near others.",20C36645-F9C5-B70C-B84BA92A8F287EA1,samo,"Many NPS trails, parking lots are open effective 5/9/2020",
Park Closure,"NPS sites and trails Peter Strauss Ranch, Rocky Oaks, and Arroyo Sequit are closed until further notice.  For more info, please click ""more"" below & visit the Woolsey Fire webpage.",C6992773-DD03-943B-444C9F39EA288887,samo,NPS trails closed due to Woolsey Fire damage,https://www.nps.gov/samo/learn/management/2018-woolsey-fire.htm
Park Closure,"The Sand Creek Visitor Contact Station and WNPA Park Store are open. To follow social distancing guidance, we are limiting the building occupancy to 1 visitor at a time, and time limit to 15 minutes per visitor.",82F01970-D68F-C71F-BC756DF5993136F1,sand,Visitor Center and Park Store Operations,
Park Closure,"Following guidance from the CDC and recommendations from state and local public health in consultation with NPS Public Health Service officers, St. Paul's Church National Historic Site is temporarily closed. Read the press release here:",E8B27DD4-E6BA-BDBE-C1743F1240FD1AF5,sapa,St. Paul's Church is temporarily closed as of 3/16/20.,https://www.nps.gov/sapa/learn/news/sapa-operations-mod.htm
Caution,"Due to extreme fire danger, Stage 2 Fire Restrictions are being implemented at Salinas Pueblo Missions National Monument beginning on Monday, June 1, 2020 at 8 am.",09AD8B73-A438-ADE0-04FA2D66EB2B3BBA,sapu,Stage 2 Fire Restrictions Implemented at Salinas Pueblo Missions National Monument,https://www.nps.gov/sapu/learn/news/salinas-pueblo-missions-national-monument-implements-stage-2-fire-restrictions.htm
Information,"Following guidance from the CDC and state and local public health authorities, the Hot Rod and Custom Auto Show originally scheduled for June 27th is cancelled.",07523809-0194-0A31-38A26473BC335175,sapu,June 27th Hot Rod and Custom Auto Show is cancelled.,https://www.nps.gov/sapu/planyourvisit/conditions.htm
Park Closure,We are working to increase access to the park in a phased approach.  Salinas Pueblo Missions National Monument is open to visitation.  The Main Visitor Center in Mountainair and the Abó Visitor Center are open.  The other two visitor centers remain closed,A3369830-D2FB-90C4-AAEDE340F4D7E237,sapu,Phased reopening--some locations closed due to COVID-19,https://www.nps.gov/sapu/planyourvisit/conditions.htm
Information,"Following guidance from the CDC and state and local public health authorities, the Naturalization Ceremony at Quarai originally scheduled for July 3rd is cancelled.",D16C886F-CD01-1EF8-8BE8594463A79DA1,sapu,July 3rd Naturalization Ceremony at Quarai is cancelled.,https://www.nps.gov/sapu/planyourvisit/conditions.htm
Park Closure,Park facilities are closed. The tour road is closed to vehicles. The grounds are open to pedestrians and cyclists from sunrise to sunset. Please practice social distancing. Visit our Facebook page for updates https://www.facebook.com/saratoganhp/.,4A4ABBAC-AF50-AEC0-C0993F2876A65814,sara,Park Facilities Closed due to COVID-19,
Caution,"Buck Island waters are open for anchoring and mooring, and beaches and trails are open. All other previous closures remain intact. Please see new announcement. Maintain social distancing. Updates will be posted here and on our social media sites.",7E10307F-C301-E343-83D9C6DEC9153294,sari,Area Closures for St. Croix National Parks Due to COVID-19,
Information,The Saddle Rock Trail can now be accessed to the east of the new Visitor Center addition following sidewalks from the parking lot. Please stay on the sidewalks to prevent landscape damage.,86B3CEA7-01C3-AA88-3259EED6C60BA03B,scbl,Saddle Rock Trailhead,
Information,"Effective June 6, the Summit Road will be OPEN to vehicles from 10:00 a.m. - 3:30 p.m. For safety reasons, hikers/bikers may only use the road from sunrise to 10:00 a.m. and 4:00 p.m. to sunset.",44FAF715-062C-8A7F-46F9375BE58FC359,scbl,Summit Road Open: 10:00 a.m. - 3:30 p.m,
Park Closure,"We are working to increase access to the park in a phased approach. The Visitor Center is closed until further notice. Starting June 6, the Summit Road will be open to vehicles 10:00 a.m. to 3:30 p.m. Hiking trails remain open daily from sunrise to sunset",53A6ADA3-C1C6-5F5D-CB21FBF757003191,scbl,Phased reopening- Visitor Center Closed due to COVID-19,
Information,"For the duration of 2020, the Summit Shuttle will be unavailable. We apologize for the inconvenience.",D417B4BA-A0D9-C981-A7548A9E2C94C620,scbl,No Summit Shuttle due to COVID-19,
Caution,"Due to the Visitor Center being closed, a drinking water fountain is not available. Please be prepared and bring your own water.",CF751251-BD8B-CD61-FD1325D82C4663DC,scbl,No Public Drinking Water Access,
Caution,Fire danger is very high. Wood and charcoal fires (including wood-burning stoves) are prohibited in some park picnic areas.,7679AAFE-A1BD-6E8D-CCEAB08A73A87C6C,seki,Fire Restrictions In Effect,https://www.nps.gov/seki/learn/nature/fire-restrictions.htm
Information,"On weekends and holidays, lines form at park entrance stations. To minimize waiting, enter the parks before 9:30 am or after 3:00 pm. Purchase your entrance pass in advance. Be prepared with water, snacks, a full tank of gas, and patience.",2B5ADD42-1DD8-B71B-0BD1C68D1D2EA574,seki,Expect Lines at Park Entrance Stations on Weekends,https://www.nps.gov/seki/planyourvisit/traffic.htm
Information,Delays of up to one hour expected on the Generals Highway between Grant Grove and Little Baldy Saddle (south of the Dorst Creek Campground) and on the Sherman Tree/Wolverton Road-trailhead parking limited. Delays also on Highway 180 near Boyden Cave.,30D072A4-A844-B6A0-9A562FCB3A012F2F,seki,Road Construction Delays,https://www.nps.gov/seki/planyourvisit/road-construction.htm
Park Closure,"Parks are open-no reservations required. Facilities such as campgrounds, visitor centers, restaurants, wilderness permit stations, and some lodging are temporarily closed. Be prepared to be self-reliant if you visit the parks.",B80BA813-AC1E-F640-62104BF39E378A79,seki,"Park Roads Open, But Most Facilities Closed",https://www.nps.gov/seki/planyourvisit/conditions.htm
Park Closure,"Following guidance from the CDC and recommendations from state and local public health in consultation with NPS Public Health Service officers, Selma to Montgomery National Historic Trail is temporarily closed.Updates will be posted to the park website.",8B38F642-A7B3-574F-903E4D0CB11155F0,semo,"Selma to Montgomery National Historic Trail is temporarily closed as of March 20, 2020",https://www.nps.gov/semo/planyourvisit/conditions.htm
Caution,"Information about trails and other closures.  If you are seeing this on the park app, please check our website or social media for details.",704A1261-1DD8-B71B-0B0D4631C0EB3C8C,shen,Current Hiking Alerts & Closures,https://www.nps.gov/shen/planyourvisit/alerts.htm
Park Closure,Shenandoah National Park has begun Phase Two.,3973FB84-091A-9374-3C012FE615F9348C,shen,Phased Reopening - most amenities open,https://www.nps.gov/shen/phase-two.htm
Information,"There will be aerial tree trimming along the powerline right of way (ROW) that passes through the Big Meadows and Rapidan Camp area, mile 51 Skyline Drive, and the Elkwallow, Piney River, and Mathews Arm areas, mile 22.2 - 24.0.",EE46CD49-C37B-5129-ED545ABD03CFC990,shen,Powerline Trimming,https://www.nps.gov/shen/planyourvisit/alerts.htm
Caution,Recent water testing at South River and Dundo Picnic Grounds shows water may contain microbial contamination. Water should NOT be consumed or used for washing dishes and hands without boiling it first,F702BACB-1DD8-B71B-0B15DA7B971DEFDE,shen,South River and Dundo Picnic Grounds Water Alert,
Information,"Visitors can continue to enjoy their park by exploring outdoor resources such as touring Shiloh Battlefield, discovering Shiloh Indian Mounds National Historic Landmark and visiting sites in the Corinth unit including the Corinth Contraband Camp.",27F40F89-C525-4AB3-41F1E30E2B7AE26C,shil,Park Grounds and Tour Route Open,
Information,"Due to the restrictions of the Phase One guidance on crowd size, Shiloh has cancelled all scheduled Memorial Day weekend events.",C0D2FABC-D4C4-D7A4-95A5BCBEE28FC792,shil,Shiloh Cancels Memorial Day Weekend Events,https://www.nps.gov/shil/learn/news/shiloh-cancels-all-memorial-day-weekend-events.htm
Park Closure,"The visitor center parking lot and restrooms, and the picnic area and restrooms have reopened. The visitor center, Corinth Interpretive Center, and bookstore remain closed.",925FACE8-CC55-46DD-C0D2841E18110492,shil,Shiloh to Begin Phased Reopening,https://www.nps.govhttps://www.nps.gov/shil/learn/news/shiloh-to-begin-phased-reopening.htm
Information,"The National Park Service (NPS) strives to ensure the safety of its visitors, employees, volunteers, and partners.  For more information on how the NPS is responding to COVID-19, please refer to the page linked below.",282EAA64-BEAD-B4E1-A655D52E87E9503E,sitk,NPS Public Health Update,https://www.nps.gov/aboutus/news/public-health-update.htm
Park Closure,The following facilities will remain closed until further notice: Pierce Stocking Scenic Drive; South Manitou Island museums; and Maritime Museum. Check this website for future updates.,2FBA7ADC-D345-94E2-51EAB7218479F7DD,slbe,Park Delays Opening of Facilities,
Park Closure,Access to the Manitou Islands is limited to private boats or park-approved commercial charters. Backcountry camping permits for the islands will be issued at the DH Day Campground Office starting June 23.,A1202F41-94A6-B2C0-301E377A3CE7A952,slbe,No Ferry Service to the Islands in 2020,
Park Closure,"Following guidance from the CDC and recommendations from state and local health authorities the visitor center, museum and historic grounds, which encompass Springfield Technical Community College, are temporarily closed to the public.",D98FDFF2-ABD5-1D8A-4DF8B4AFDE7C7E44,spar,Museum and Grounds Temporary Closure,https://www.nps.gov/spar/learn/news/spring-2020-closure.htm
Information,"The Fee Booth is closed on Mondays and Tuesdays and America the Beautiful passes are not available for purchase on those days. However, the park is open seven days a week.",9093E455-1DD8-B71B-0B063D98A7DAA7C9,stea,No America The Beautiful Passes Sold on Mondays and Tuesdays,
Information,"Please note:  Our Union Pacific No. 4012 (a/k/a ""The Big Boy""), will not be on public display until further notice due to a restoration project.  We apologize for any inconvenience this may cause but you may check on progress at the bottom of this page",8ABEBA7F-A3AB-E252-6C168D6BA734529E,stea,Union Pacific No. 4012 Restoration,
Information,"Steamtown remains temporarily closed and has cancelled all passenger excursions through 9/30/2020. The safety of our visitors, staff, volunteers, and destination partners remains paramount, and was a primary consideration to make this difficult decision",7FEA8911-9B04-F199-464A810BCC781613,stea,"Status of Programs and Excursions through September 30, 2020",
Park Closure,Steamtown NHS  will temporarily be closed in response to the COVID-19 outbreak.  Please open weblink for further details,E51CEADE-0834-2F49-D82F9C6090C90250,stea,PARK TEMPORARILY CLOSED TO THE PUBLIC,https://www.nps.gov/stea/planyourvisit/status-of-steamtown-nhs-and-covid-19.htm
Information,"For your safety during the winter, the walkway between Steamtown NHS and the Marketplace at Steamtown mall is closed until further notice.",F64A1AD3-0296-6D52-C33DE721BA994127,stea,Walkway to Steamtown Mall,
Park Closure,The Statue of Liberty National Monument and Ellis Island are temporarily closed effective immediately in response to the COVID-19 virus outbreak. Ticket refund info 877- 523- 9849 www.statuecruises.com/refunds,15742C87-BD84-2B26-2523716F1094E061,stli,Temporary Park Closure COVID-19 Virus,https://www.nps.gov/stli/learn/news/temporary-closure-in-response-to-coronavirus-covid-19.htm
Information,"Starting on May 22, 2020, visitors may access all park areas by foot, bike or motor vehicle. All gated areas will be open from 8 AM to 5 PM with the exception of the visitor center parking lot which is open from 6 AM to 7 PM.",0B1D646F-D949-A6EA-14ED6718B484D7A3,stri,Motor Vehicle Access to All Park Areas Restored,
Park Closure,The park visitor center and tour road will be closed Christmas Day (12/25/2020). The automatic gates to the visitor center parking lot will open at 8 AM and close at 5 PM. All park areas are closed to the public at 5 PM.,E7FEBBD3-C331-3E14-F445E1C4E6D702CF,stri,Christmas Day Closure,
Park Closure,The park visitor center and tour road will be closed Thanksgiving Day (11/26/2020). The automatic gates to the the visitor center parking lot will open at 8 AM and close at 5 PM. All park areas are closed to the public at 5 PM.,E7D275E3-A17D-3C9F-7F88429FBB9FFC98,stri,Thanksgiving Day Closure,
Park Closure,"The Fort's visitor center, Star Fort, & restrooms are closed due to health concerns related to COVID-19. The Fort's grounds & parking lot are open for recreational visitors, 9AM-5PM.  There are no on-site public programs or visitor services at this time.",61BD2977-BB96-5985-6EBFE67F6B9E47BB,stsp,"Closure of visitor center, historic Star Fort and restrooms at Fort McHenry",https://www.nps.gov/fomc/learn/news/june2020increasedaccess.htm
Park Closure,"June 17, 2020 - Sunset Crater Volcano is open to limited visitor access. All trails and restrooms are open, while visitor center, bookstore, and museum remain closed.",439E5252-C4E5-1BB8-8D9B3B40C58A41AA,sucr,Sunset Crater Volcano Reopening Status,
Information,"The National Park Service (NPS) strives to ensure the safety of its visitors, employees, volunteers, and partners. Visit the following link for timely updates on the NPS response to Covid 19 - https://www.nps.gov/aboutus/news/public-health-update.htm",23C91E0A-FB1C-AB2C-185FEDE563E21E09,sucr,National Park Service - Novel Corona Virus Update,
Caution,"The Arizona Game and Fish Department and the Arizona Department of Agriculture have confirmed rabbit hemorrhagic disease virus (RHDV2) in Arizona cottontails and black-tailed jackrabbits. As always, please do not approach any wildlife during your visit.",A619CFAE-9724-EE5A-D6770BF013E4C1E3,sucr,Rabbit Hemorrhagic Disease Confirmed in Arizona,https://www.azgfd.com/rabbit-hemorrhagic-disease-confirmed-in-arizona/
Park Closure,"We are working to increase access to the park in a phased approach. The visitor center is now open, but with limit of 10 people inside at one time. All buildings, restrooms, and trails  are open. Rangers are available to assist you.",2C97EEE9-A5E4-342F-61C67F99DBD3E7B8,tapr,Phased Reopening Due to COVID-19 ,
Caution,"A reminder that bison are wild animals and will defend themselves if feeling threatened. A raised tail is a warning sign and the animal may charge or give chase. Please give a wide distance, at least 100 yards. You can also hike around Windmill Pasture.",44EBF893-155D-9421-1F2C427BA96B5CB2,tapr,Bison Are Wild Animals,https://www.nps.gov/tapr/planyourvisit/safety.htm
Danger,"A reminder that bison are going about their normal life cycle, with moms being protective. A raised tail is a warning sign and the animal may charge or give chase. Please give a wide distance, at least 100 yards. You can also hike around Windmill Pasture.",EC2ACD6D-1DD8-B71B-0B3DB40425A328BF,tapr,Bison are in Calving Season,
Caution,"For your safety, use the underpass beneath the highway to access the Fox Creek trail. This is located south of the visitor center. Follow the Trail Head sign. Highway speed is 60 mph with a blind spot directly across from the house. Be smart, stay alive.",D627276E-EB49-2DCB-79F6801B9C01DDF8,tapr,Do Not Cross Over the Highway to Access the Hiking Trails,
Information,"In alignment with guidance from the Commonwealth of Virginia, GWMP will begin providing access to parking areas and restrooms along the parkway on May 29. Parking areas and restrooms will be reopened by June 3. Click 'more' for more information.",1D89F93B-E1AD-73E0-BEE9BCD8E879E193,this,Parking Lots and Restrooms Reopening,https://www.nps.gov/gwmp/planyourvisit/conditions.htm
Park Closure,"Following guidance from the CDC and other authorities in consultation with NPS Public Health Officers, Thaddeus Kosciuszko NM is temporarily closed. Updates will be posted to the park website, and on Twitter and Facebook: @IndependenceNHP.",1AF51191-9639-395D-F055ADB533F4047F,thko,Thaddeus Kosciuszko National Memorial is Closed,https://www.nps.gov/aboutus/news/public-health-update.htm
Information,"Theodore Roosevelt Birthplace will be open on all Federal Holidays except: Thanksgiving Day, Christmas Day and New Years Day.",A9B7E631-A52A-E34F-F98323487C4BC601,thrb,Open 2020 Federal Holidays,
Information,"At this time, accessible lifts at Theodore are inoperable. We are looking to fix them as soon as possible. Please call (212)260-1616 for further information or updates.",D133576A-A950-6D5D-9CE0413B3B08084D,thrb,Accessible lifts inoperable,
Park Closure,"Following guidance from the CDC and recommendations from state and local public health in consultation with NPS Public Health Service officers, Theodore Roosevelt Birthplace National Historic Site is temporarily closed. Read the press release here:",E9106D0D-DFCC-3EB2-888FAD40B5F8C9AB,thrb,Theodore Roosevelt Birthplace is temporarily closed as of 3/16/20.,https://www.nps.gov/thrb/learn/news/thrb-operations-mod.htm
Park Closure,"In response to advise from the CDC to take precautions to reduce coronavirus spread, the TR Inaugural Site is amending its hours and tour schedules.  See TRSIte.org for details and updates.",7F4F26A1-0C0C-5D6B-786A9B95B5BE5224,thri,Coronavirus Policy,https://www.trsite.org/
Danger,"Due to continuous road erosion the former scenic loop-between mile marker 24-28 is closed to all traffic, including pedestrian, and bicycle access.",8688DD7F-C336-E8BE-32655ABCC8DD3C87,thro,South Unit Road Mile Marker 24-28,
Caution,"This Forest Service Road leading to the Petrified Forest parking lot is rutted and rough, drive slowly. After rain showers, this dirt road may cause difficult travel.",6E794426-93EF-235C-5E18BA3DDD2E1CB3,thro,Rough Road to Petrified Forest,
Danger,"Beginning June 15, the Scenic Drive from mile marker 11 (Wind Canyon) will be temporarily closed for construction. Crews will be fixing a large culvert at mile marker 12, the work is expected to take up to two weeks to complete.",33197267-B1F3-73CD-14CC299927936062,thro,South Unit Scenic Drive Partial Temporary Closure,https://www.nps.gov/thro/learn/news/section-of-south-unit-scenic-drive-closed-temporarily-in-theodore-roosevelt-national-park.htm
Park Closure,"Visitors can access trails, picnic areas, roads and backcountry camping. All visitor centers and campgrounds remain closed to slow the spread of COVID-19.",A18420FE-1DD8-B71B-0B5D5221877BC959,thro,Theodore Roosevelt National Park is Open. Visitor Centers and Campgrounds Remain Closed.,https://www.nps.gov/thro/learn/news/theodore-roosevelt-national-park-to-begin-phased-access-may-9-2020.htm
Caution,"Popular lookouts and trails may prevent social distancing guidelines from being met. These areas include: Wind Canyon and Buck Hill in the South Unit and Cannonball Concretions, Caprock Coulee, and Riverbend Overlook in the North Unit.",FB9F0B23-0053-E009-26E46F124CD50F29,thro,Practice Social Distancing at Trail Heads and Overlooks,https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/prevention.html
Information,Follow the current state health orders by checking out the North Dakota Department of Health's website at this link.,FAC99254-DC88-935D-6CD1C9F2A9E3E71A,thro,North Dakota Department of Health,https://www.health.nd.gov/news
Information,"Following continued guidance from the CDC and recommendations from state and local public health authorities in consultation with NPS Public Health officers, Thomas Stone NHS is cancelling its special event scheduled for Saturday, July 4, 2020.",55970FD4-C1DD-D36B-C2F166EAC3DE6DB5,thst,Fourth of July Event Cancelled,
Park Closure,"Following updated guidance from the CDC and recommendations from state and local authorities, Thomas Stone will remain closed for the safety of staff and visitors. We do not have a reopening date at this time. Follow this website for more information",55B171E2-D668-19AD-AC72F4E1B60283FD,thst,Thomas Stone NHS Public Buildings Temporarily Closed,
Information,"The park is working to restore access & services in phases. Picnic areas, Canyon Nature trail, & Timpanogos Cave trail are open. The visitor center & cave tours will open as soon as safely possible following federal, state, & local health guidelines",F4FDE24E-CD75-4257-58C3D2AA8998C63A,tica,Visitor Center and Cave intended opening date,https://www.nps.gov/aboutus/news/public-health-update.htm
Park Closure,"Following guidance from the CDC and recommendations from state and local public health in consultation with NPS Public Health Service officers, Fort Caroline and Kingsley Plantation are temporarily closed.  Updates will be posted to the park website.",168F5D92-9607-D60A-C15DC067A0996BF6,timu,Timucuan Preserve is temporarily closed as of March 17 ,https://www.nps.gov/aboutus/news/public-health-update.htm
Information,"Beginning May 5, Timucuan Ecological and Historic Preserve will reopen access to trails and boat ramps within the preserve.",F14D6E2C-04FD-CEDA-C2E40BA6756F3569,timu,Timucuan Preserve is Beginning to Increase Recreational Access to Park Grounds,
Park Closure,"To protect the health and safety of visitors, employees, and park resources Tonto National Monument will be closed until further notice due to the Bush Fire.",22A1BFFA-1DD8-B71B-0B3BDD275F80C0EF,tont,Monument Closed due to Bush Fire,
Caution,"The Woodbury Fire has increased hazards for visitors to Tonto National Monument. Falling trees and cactus, broken limbs, burned stumps, falling rocks/debris, and flooding remain potential hazards in the burned area. Remember to stay in designated areas.",DF25D698-90FC-B773-6348133B80498B1E,tont,Burned Area Safety Advisory,
Park Closure,"Following guidance from the CDC and recommendations from state and local public health in consultation with NPS Public Health Service officers, Tuskegee Airmen National Historic Site is temporarily closed.Updates will be posted to the park website.",8BFAF4AA-A84F-0EFF-4335123E46BD355E,tuai,"Tuskegee Airmen National Historic Site is temporarily closed as of March 20, 2020",https://www.nps.gov/tuai/planyourvisit/conditions.htm
Park Closure,"Following guidance from the CDC and recommendations from state and local public health in consultation with NPS Public Health Service officers, Tuskegee Institute National Historic site is temporarily closed. Updates will be posted to the park website.",8B9B3E08-D0E3-8816-C4F383B5098EFB50,tuin,"Tuskegee Institute National Historic Site is temporarily closed as of March 20,2020",https://www.nps.gov/tuin/planyourvisit/conditions.htm
Park Closure,Following guidance from the CDC & CA Dept. of Health the following are closed: the museum of local history and our contact station at the Tulelake-Butte Valley Fairgrounds. Tours of Tule Lake National Monument are not being offered at this time.,38B10DFA-AC23-1D22-EE29AD663DCB8885,tule,Tule Lake Temporary Closures,
Park Closure,"Following national guidance, Tumacácori will be temporarily closing the park visitor center and museum and suspending all public programming starting on Tuesday, March 17th. The mission grounds and historic church remain open during normal park hours.",2844A658-0842-F43C-F8C83230A0185C72,tuma,Closures and cancellations amid COVID-19,https://www.nps.gov/tuma/learn/news/operational-changes-due-to-covid-19.htm
Information,"As of Monday, March 23, Tule Springs Fossil Beds National Monument is open and operating normally. The NPS Office of Public Health and the US Public Health Service are closely monitoring the situation related to the novel coronavirus outbreak.",5868B11D-9B7B-2872-C842F204C32E8BA1,tusk,Tule Springs Fossil Beds Currently Remains Open,https://www.nps.gov/tusk/learn/news/tule-springs-fossil-beds-currently-remains-open.htm
Information,"The top room of Tuzigoot Pueblo will be closed for repairs.  For your safety, please stay on designated trails.",86E229AB-C49B-CA0F-603C2E70B6ADF4C1,tuzi,Top Room of Tuzigoot Closed for Repairs,
Information,"Beginning Friday, June 5th, 2020, outdoor spaces like trails and picnic tables will be open.  The restrooms, museum, and visitor center will be closed.",0E7C47F3-BDC2-3CCC-62D9E9C77CE14A64,tuzi,Phased Reopening Will Include Limited Services,
Information,"GPS navigation systems often misdirect visitors driving to Ulysses S. Grant National Historic Site. GPS systems often route visitors to our back gate, or to the entrance for Grant's Farm (not affiliated with the NPS). Please visit our directions page.",055E4813-0B1A-740E-65583984DF630CED,ulsg,GPS Navigation Systems,https://www.nps.gov/ulsg/planyourvisit/directions.htm
Park Closure,"On Thursday, June 18, 2020, Ulysses S. Grant National Historic Site will reopen the Visitor Center, historic buildings, museum, and theater following safety guidelines. More info on our news release page .",D1130F8C-0D2C-57F0-92FC3D915886CB57,ulsg,Ulysses S. Grant NHS Reopening Visitor Center,
Information,"The Zane Grey Museum and the Toll House will be closed until further notice in accordance with CDC, state, and local public health guidance related to COVID-19.",CD686DA2-E54E-E20A-513F59A1F41FCF17,upde,Zane Grey Museum and Toll House Closed,
Information,"Effective immediately, a short portion of the Chapel Trail, from the Washington Memorial Chapel to the Sullivan's Bridge Trail, will be closed through Summer 2020 due to the U.S. 422 Schuylkill River Bridge construction project.",0B2070A4-B9FC-A342-5C6BFE736390261A,vafo,Chapel Trail Closed East of Washington Memorial Chapel,
Park Closure,"On Saturday and Sunday, North Outer Line Drive between the Administration parking lot and Gulph Road may be temporarily closed to motor vehicles to enhance visitor safety during heavy recreational use. Please use an alternate driving route.",6212B890-B129-F819-10472058626DC4DA,vafo,North Outer Line Drive temporary closure between Admin Parking and Gulph Road,
